date,expression,value
12011341,11*1+2*3-10-4,3
12011342,1+4+22-13-10,4
12011343,3*31+0+11+4+2,110
12011344,0+1/4*21-13/4,2
12011345,31+0-5-21+1+4,10
12011346,6-14/1+10-2+3,3
12011347,70+23+11-4*1,100
12011348,4/1+13+8-0-21,4
12011349,9-14-21+30+1,5
12011350,0-0-11-15+32,6
12011351,25+10-31-1*1,3
12011352,11+3*2+2+0-15,4
12011353,15*2-11+0-3*3,10
12011354,20+31/1+15*4,111
12011355,10-15-2+13+5,11
12011356,0+3-1+61-12*5,3
12011357,0-13+17-2+5/1,7
12011358,13*1-0+2+85*1,100
12011359,25+11-0-1-3*9,8
12011400,10+0-14+10+2,8
12011401,40-1-0-21-11,7
12011402,10+2*11-20-4,8
12011403,3*11-4+1-0-20,10
12011404,0-42+11-0+41,10
12011405,10+4-12-1+5-0,6
12011406,10-14/12*6+0,3
12011407,7+2/1-10/10*4,5
12011408,10+18-0-21-4,3
12011409,9-40*1/10-2/1,3
12011410,10+10-4-12/1,4
12011411,11+12+0-14*1,9
12011412,20+1+1*11-24,8
12011413,1-2*1+41-30*1,10
12011414,1-0+44/11*2/1,9
12011415,0+24-11*1-5/1,8
12011416,11+11-62+40,0
12011417,0+17+11-24*1,4
12011418,18+11+0-21-4,4
12011419,4-1-1-19+20/1,3
12011420,2-10-0-4/1+21,9
12011421,4-22/11/1/1-0,2
12011422,4/11*22/1-0-2,6
12011423,0-21*4/12+13,6
12011424,12-1*14+20/4,3
12011425,52-0-2-41*1/1,9
12011426,41-2-16/1-20,3
12011427,4*10-2*17+2-1,7
12011428,22+1-11-40/8,7
12011429,29-11-4+0-2-1,11
12011430,32-40/1+10+1,3
12011431,10+21+4-1*31,4
12011432,3-12/4+0+11-2,9
12011433,24/3/1*10+31,111
12011434,42+11+0-1*43,10
12011435,12*13-0-45/1,111
12011436,6-31+1+24+10,10
12011437,0-32+17+11+4,0
12011438,1-3+8-20+14*1,0
12011439,14+10-32+19,11
12011440,1*40-24/1-10,6
12011441,1-0-41+42*1+1,3
12011442,14-12/12-4+0,9
12011443,31-41+0+14-2,2
12011444,11+4+0-12-4/4,2
12011445,2+14+0-15*1+4,5
12011446,61-41-14-0-2,4
12011447,70+44/1-1*1-2,111
12011448,14+8-12-4-0-1,5
12011449,0-19+44-2*11,3
12011450,1+5-0-20+14/1,0
12011451,11+1-4+0-12+5,1
12011452,11+2-52+40*1,1
12011453,45-1*31-10-2,2
12011454,15*1-4-12+0+4,3
12011455,1-25-0-11+45,10
12011456,46+11/1-50+2,9
12011457,25+14+0+1*71,110
12011458,1/1*40-82+51,9
12011459,9-2+4+11-15-0,7
12011500,1-0-50/10+12,8
12011501,20/5+0-11/11,3
12011502,11-22-0+15+0,4
12011503,31-5-0-21+0+1,6
12011504,41-10-1*5-20,6
12011505,5-25+10+10/1,0
12011506,21+1-6/5*10+0,10
12011507,70-51-10*2+1,0
12011508,2*5+10+11+80,111
12011509,50*1-19-20/1,11
12011510,5-1-12+0+10/1,2
12011511,15-1+0-11+1+2,6
12011512,5+22-11-10-1,5
12011513,11+30-15*2-1,10
12011514,1+21+0-4-15-1,2
12011515,12+5-0-11-1-5,0
12011516,6+1-15+20-11,1
12011517,1+5-17+0+11+2,2
12011518,21+5-1*8+0-11,7
12011519,19+5-10-12-1,1
12011520,0+0+12-12*1+5,5
12011521,10*12/1/5-21,3
12011522,1+5-20+21+2/1,9
12011523,11*5+0-21-23,11
12011524,42-0-11*1-25,6
12011525,21-15/15-20,0
12011526,2*1/15*10/2*6,4
12011527,21+51-72*1+0,0
12011528,8*11-0+25-1-2,110
12011529,1+21*51/9-20,100
12011530,1*25+0-10-13,2
12011531,0+11+3-5-11+2,0
12011532,10-15+21/3-2,0
12011533,11-52+30+13,2
12011534,30-21/1+4-5+1,9
12011535,1*1-0+35-25/1,11
12011536,6*11-1*30-25,11
12011537,1*73+0-11-52,10
12011538,5-18-1+23+0-1,8
12011539,11+29-0-35+1,6
12011540,52-11+0-1*40,1
12011541,12-15+0+4-1*1,0
12011542,4+21+0-12-5*1,8
12011543,11+13*2-40+5,2
12011544,14+40-52-1*1,1
12011545,51-0+15*4+1-2,110
12011546,25*1-16/4-10,11
12011547,20-15-17+14,2
12011548,1*10+2+15+84,111
12011549,90/15-4-1+2*1,3
12011550,15-10-20/5*1,1
12011551,0-2+15/5-1+11,11
12011552,11*1/52*52+0,11
12011553,12-1/5*30-5*1,1
12011554,1-50+1*4+52+1,8
12011555,50-5-15-1-21,8
12011556,25-0+1-6-15+1,6
12011557,12/15*5+0+7/1,11
12011558,8+5*12/10-1*5,9
12011559,0+9+51-1-51-2,6
12011600,20-0-0-1-16+1,4
12011601,10-21+16-0+1,6
12011602,2/1-0+20-16+1,7
12011603,1-0+6/2+10-13,1
12011604,11+6*4-10-20,5
12011605,16+0+15-10*2,11
12011606,1-62-0+61-0+1,1
12011607,11-70+2-0+61,4
12011608,2*6-0+11-10-8,5
12011609,20-16+10-9*1,5
12011610,11+0+12+0-16,7
12011611,1+10+16*1-21,6
12011612,0-12/6+11-2*1,7
12011613,21-0-1+3-16-1,6
12011614,14+0-11+6-1-2,6
12011615,11-5*2/10-1-6,3
12011616,61-0+61-2*11,100
12011617,7+12-0-1*16/1,3
12011618,11+80-61-21,9
12011619,19-0-26+11+1,5
12011620,0-2-10-11+26,3
12011621,10+16/2/2-11,3
12011622,2/2-1*16-1+20,4
12011623,16/2/2*3+0-11,1
12011624,1+40+22-1-61,1
12011625,21-0-21+1+5-6,0
12011626,0+26+11+61+2,100
12011627,10-2*12+7+16,9
12011628,1-20+1/6*8*21,9
12011629,6-10-19+12*2,1
12011630,36*1-21+0-10,5
12011631,13+6/2+1-1*10,7
12011632,13+20/1/1-26,7
12011633,10-6+33/11+2,9
12011634,4*11+23+0-61,6
12011635,10/2-11-3+6+5,2
12011636,30-11-6*12/6,7
12011637,2*11+6+7-1*30,5
12011638,1*31-0-28+6*1,9
12011639,32+11+9-1+60,111
12011640,10-20+61-41,10
12011641,40+2-1-1-1+61,100
12011642,4*10-1*26-12,2
12011643,0-41+1*32+16,7
12011644,24+16-1+1-40,0
12011645,14*15*1/60*2,7
12011646,6-2+1-11+60/4,9
12011647,0+7+16-11*2+4,5
12011648,11-84+60+21,8
12011649,40+1*29-6*11,3
12011650,0-0+11+15-26,0
12011651,10/2*5-1*16+1,10
12011652,16+12-0-21-5,2
12011653,15-10+12/3-6,3
12011654,0-1+64-5*11-2,6
12011655,25+15+11+60,111
12011656,16+15-26-0+1,6
12011657,71+0+1-65/1+2,9
12011658,52+8-11+61+0,110
12011659,2*19-15+0-16,7
12011700,11-70/10+0+2,6
12011701,12-10+10+1-7,6
12011702,22-0+1-10-7-1,5
12011703,30*1/21*70/1,100
12011704,11*7/14*20+0,110
12011705,0+15-0-2*11+7,0
12011706,10-0-12+17*6,100
12011707,11-27+17+0+0,1
12011708,20-7*1-11+8-0,10
12011709,10+12-9*1+0-7,6
12011710,0-12+10+7/1/1,5
12011711,17-11-2+1-0+1,6
12011712,21-0+11-21-7,4
12011713,11-7*2-0+1+13,11
12011714,24-1+0-17-1+1,6
12011715,10*15*1-7*21,3
12011716,7*11-60-12+1,6
12011717,17-0-2-17+11,9
12011718,17+10-11+2-8,10
12011719,90+1+2+1*17*1,110
12011720,10-2-17+10*2,11
12011721,0-11-12+27*1,4
12011722,11-7-22+20/1,2
12011723,1+13-70/2+21,0
12011724,1-12-14+27+0,2
12011725,0+7+21/21*5-1,11
12011726,26+0+11/1-27,10
12011727,0-17+2*1*17/2,0
12011728,1*8-22+17+0+1,4
12011729,2+97-1+12-10,100
12011730,13-0+7+11-20,11
12011731,1+10-11*3+27,5
12011732,72+0+31*1-1-2,100
12011733,32+10-11-3*7,10
12011734,7+10*2-4-13/1,10
12011735,13-5+17-1*20,5
12011736,0+61-37-21+1,4
12011737,7*11-0+2-73+1,7
12011738,18-3/21/1*70,8
12011739,29*3/1-10-71,6
12011740,0+1+17+0-2-14,2
12011741,11*7*2/14/1+0,11
12011742,1*4*21/21+0+7,11
12011743,21-7-3+1-10+4,6
12011744,1*74-20*4+11,5
12011745,7+5/1+12-0-14,10
12011746,71+0-4/1-61-2,4
12011747,2-10+11+7+4-7,7
12011748,71+1-82+14-0,4
12011749,97-10+24+1-1,111
12011750,1-1+70-10-52,8
12011751,17+0+5-11*1*2,0
12011752,15+1*12-27+0,0
12011753,1+75+10+21+3,110
12011754,4*12-11-7*5+0,2
12011755,2+0+51/51*1+7,10
12011756,15-10*2+6+1+7,9
12011757,1-51-12+70-7,1
12011758,2+17*18/51-0,8
12011759,70/15*1*9/21,2
12011800,2/1+18-10-0+0,10
12011801,1-0-0-12+18/1,7
12011802,0-0+1*28-21+1,8
12011803,8+12-1*13+0-0,7
12011804,8+0-4+12-11+0,5
12011805,1+18-5-12+0-0,2
12011806,1*12-0-18-0+6,0
12011807,17-0+80+2+11,110
12011808,0-18-0-1+28*1,9
12011809,10*1-2-18/9+0,6
12011810,20-8-1-10+1+1,3
12011811,1-11/1+12-0+8,10
12011812,11+18+1+0-22,8
12011813,3+10-18+12/1,7
12011814,2-0+1+18*1-14,7
12011815,1+0+12-18*1+5,0
12011816,20-16/1-1/1+8,11
12011817,10+11-1+72+8,100
12011818,8-18-1+2+11-0,2
12011819,92-1*80/1*1-1,11
12011820,21+20+80-11,110
12011821,8-10+2*11-12,8
12011822,0+18-12/2-1*2,10
12011823,81-2*20-1*31,10
12011824,82+10-21*4+1,9
12011825,15-11+20-8*2,8
12011826,61+28+1*21+0,110
12011827,71-2*18*2+0+1,0
12011828,22+8+1-10-18,3
12011829,8*11+10-92-2,4
12011830,10+30-11+82,111
12011831,10-2-11+18/3,3
12011832,0-1+22-18+3+1,7
12011833,8+0+31/31*2*1,10
12011834,38+2/1-41+0+1,0
12011835,15+2+80+13/1,110
12011836,38-20-16*1/1,2
12011837,30-27+11-1*8,6
12011838,11-0+8+12-3*8,7
12011839,18-21+0+9-3*1,3
12011840,10+12-8+1-4+0,11
12011841,4-12+1*1+10+8,11
12011842,1+21*1-24+8-0,6
12011843,83-4-1+21-0+1,100
12011844,48-40-12+11,7
12011845,4+1*20-18*1-5,1
12011846,0+1+86+11+4/2,100
12011847,81-42-0+71/1,110
12011848,41-88/2+10*1,7
12011849,0-18+12/4*9+1,10
12011850,10/1/2*8/10+5,9
12011851,11+15-12-8-0,6
12011852,0-18+2*12+5/1,11
12011853,1+30+1-18-5-2,7
12011854,12-1+80*1+5*4,111
12011855,2+0-15+11+8-5,1
12011856,50+1+81-2*61,10
12011857,2*7-18/10*5+1,6
12011858,2+85-1-0+1-81,6
12011859,12-90+85+1*1,8
12011900,0+19-0+2*1-10,11
12011901,91+0-1/1-0+21,111
12011902,10/10*2*9-12,6
12011903,9-21-1+0-0+13,0
12011904,10*9-20/1+41,111
12011905,10/2-19+0+15,1
12011906,20*1-9+10-16,5
12011907,1*90+0-11-72,7
12011908,0-11+8+0+21-9,9
12011909,10+90-1*92*1,8
12011910,29-11-10+0+1,9
12011911,2*1*11+0-11-9,2
12011912,11+12+9-21+0,11
12011913,0+1+21+1+91-3,111
12011914,14-19-0+12*1,7
12011915,29-50+11+11,1
12011916,69*1*1+20+11,100
12011917,1*91-12-70/1,9
12011918,21+0+81-11+9,100
12011919,9*11+10-12*9,1
12011920,10+9-20/1+2+1,2
12011921,1-21-10+9+21,0
12011922,20-1+12/12-9,11
12011923,12+9+1-30+12,4
12011924,2-14+1*1-9+20,0
12011925,9*1-0-22+15/1,2
12011926,1+26+1-10-9-2,7
12011927,17+12-29+10,10
12011928,20-29*1+18+1,10
12011929,10-2-9-9/1+12,2
12011930,11*1+9+0+3-20,3
12011931,9-13-11+20+1,6
12011932,2+21+3-0-11-9,6
12011933,1-21+30/1-9+3,4
12011934,9+0+24-31*1-1,1
12011935,30-15+12-19,8
12011936,3-61+90/1-21,11
12011937,20+73-91/1/1,2
12011938,0+18-19-3+12,8
12011939,0+1*3+91*2/91,5
12011940,0+41+91-1-20,111
12011941,1+11+12+90-4,110
12011942,2+11-24+19-0,8
12011943,41-20-1/1-9-3,8
12011944,9+14+2*10-41,2
12011945,20/4*9+11-51,5
12011946,1*62-1+49+1-0,111
12011947,41-19-21-0+7,8
12011948,1+19-28+10+4,6
12011949,49*2+11*1-0-9,100
12011950,50-0-11-19*2,1
12011951,0+19-15+1+2/1,7
12011952,12/2/1-5-10+9,0
12011953,30+1-19-12+5,5
12011954,11+0+2*9-4-15,10
12011955,15-21+10+9-5,8
12011956,9+11-2/6*51+0,3
12011957,17-9-15-0+12,5
12011958,8/1-19+15+2-0,6
12011959,25-19-9+10*1,7
12012000,20-10+20*10,210
12012001,0-10+0+12/1+2,4
12012002,2-0+20/1-0-21,1
12012003,10+20-0-23*1,7
12012004,0-20-1-0+24-1,2
12012005,15-0+0-20/2/1,5
12012006,21-26+10-0+0,5
12012007,70+0+20+21-1,110
12012008,8-2+12-0-10-0,8
12012009,2*10+9+0-21-0,8
12012010,21+1-12-0-0+0,10
12012011,1-1-0-0+22/11,2
12012012,12-20-0-2+11,1
12012013,0+12+10-13+2,11
12012014,2+0-1+11-20/4,7
12012015,5-0+0-21*1/21,4
12012016,6+2-10-0+12-1,9
12012017,10+0-1+12/2-7,8
12012018,2-21+0+18+0+1,0
12012019,9*1*1-10*2+20,9
12012020,20-12-0-1+0+2,9
12012021,2-0-10-2*1+12,2
12012022,0+20-2+11-22,7
12012023,1+30-12*2-0+2,9
12012024,21+2-24+10-0,9
12012025,50/2-21-2*1-0,2
12012026,0-0+22/2/11*6,6
12012027,0+11-7+20-22,2
12012028,80*1/2*1/20-2,0
12012029,0-11*2+29+0-2,5
12012030,0-2-1*21+30+0,7
12012031,11*1+0-30+22,3
12012032,12/20*30-12,6
12012033,0-2+3-21+30-1,9
12012034,3-0-10+12-4+2,3
12012035,0-30+21+21-5,7
12012036,6-0-22-11+30,3
12012037,0-32-1+20+17,4
12012038,18*10*2/30-2,10
12012039,20-19+2+1-3+0,1
12012040,4+21-2*10-0+0,5
12012041,0+4-12-0+11+2,5
12012042,12*20/10/4+2,8
12012043,3-0-0+21*2/14,6
12012044,14/1-20/4*2+0,4
12012045,21+0+20-41+5,5
12012046,10+0-42/6+2+1,6
12012047,1+70/20+4-1/2,8
12012048,80/4-11-0-2-2,5
12012049,1-22+14+9-0-0,2
12012050,10-5-2-2-0+10,11
12012051,0+5+0+11-12+2,6
12012052,12*5-20*2-10,10
12012053,30-2-25+1+0+1,5
12012054,12+2-50+40/1,4
12012055,20-15+0+21*5,110
12012056,20-5/1-20+16,11
12012057,27-1/1*20-5-0,2
12012058,0+22*1-18+0+5,9
12012059,0-12*15+20*9,0
12012100,12+0-2*10/10,10
12012101,0-21+0+21+1-1,0
12012102,10/20/2*12-1,2
12012103,12+0+0-23+11,0
12012104,21/14+10/20,2
12012105,0+22-11-0-1*5,6
12012106,2/12/1*10*60,100
12012107,10-20+27-11,6
12012108,2-2+1*80/10-1,7
12012109,90/10-21+12,0
12012110,12-12+0+10/1,10
12012111,11+20-11/1*2,9
12012112,20-12+12-11,9
12012113,11+2+2+1-13+0,3
12012114,10-1*12+12-4,6
12012115,51-10-21-12,8
12012116,6+1*12-12-1+0,5
12012117,21-0+7*1-21/1,7
12012118,11+1-28+20+1,5
12012119,1*9-2+2-11+10,8
12012120,20+11-20-1-2,8
12012121,12-0-1+11-22,0
12012122,22-22+10+1*1,11
12012123,20+2+1-1-13-2,7
12012124,24-2-2+1-11+0,10
12012125,0+25-2/1*12/1,1
12012126,26-11+0-2*2/1,11
12012127,12+12-27+10,7
12012128,20*1-28+12-1,3
12012129,12-21/21+0-9,2
12012130,22-13+0-0+1/1,10
12012131,0+21+1-1-21+3,3
12012132,22-0+1*11-32,1
12012133,1+31-30+2/2+1,4
12012134,0+3-24/12-1/1,0
12012135,1-12+3+5+10-2,5
12012136,30*11/22/1-6,9
12012137,17+1-10-2-3-2,1
12012138,12/3+1+0+12-8,9
12012139,10+21*1-9*3+2,6
12012140,4+10/1+2+0-12,4
12012141,24*1-10/2-11,8
12012142,10-4+11*2/22,7
12012143,21+4-32+11-0,4
12012144,4/4+21-10-2/1,10
12012145,10-2*25+41+1,2
12012146,21+6-41+21-0,7
12012147,72-1+1-21-40,11
12012148,11-48/12*2+0,3
12012149,24/12+10+1-9,4
12012150,2+5+1*20/10/1,9
12012151,10-15-11+22,6
12012152,52-2*21-10+1,1
12012153,10-21-13+25,1
12012154,5*1-2*21+10*4,3
12012155,52/52*11/1-0,11
12012156,6-2-0+15-11+2,10
12012157,27-10*5/2*1-1,1
12012158,82-21-1*51+0,10
12012159,20-29+15+1/1,7
12012200,0-12+0+21-2+0,7
12012201,11-22-0+10*2,9
12012202,22+2+0+0-21/1,3
12012203,23-12-20+10,1
12012204,0+0+21/21+4-2,3
12012205,20*2-20+1-15,6
12012206,20*12/6/20/1,2
12012207,27-20+1-1+0-2,5
12012208,1+2-10-8-0+22,7
12012209,0-11-20+22+9,0
12012210,1*2-0-20+21+1,4
12012211,11-22+10+2-1,0
12012212,2+21-22-0+1/1,2
12012213,12*2-3-1*12-0,9
12012214,21+20/4-21+1,6
12012215,2*15*1+0-21+2,11
12012216,6*2+2+10-2-11,11
12012217,1+0-2+2-17+21,5
12012218,28-22*1-1-0-1,4
12012219,20-1*12-9+12,11
12012220,11-0+2-20/2-2,1
12012221,1+2-1*20/1+22,5
12012222,21-22+20/2*1,9
12012223,20+1+2/1-23+2,2
12012224,4*1-22*1+0+22,4
12012225,11+0-22/22-5,5
12012226,11-6+20-2-22,1
12012227,2*21-72/2/1-0,6
12012228,2*20-82/2+1/1,0
12012229,2+1+21-22-0+9,11
12012230,12-3-0+20-21,8
12012231,2*2+10-1-12/3,9
12012232,0+2+22-11-2-3,8
12012233,10-1-32+23+2,2
12012234,21-32-0+21-4,6
12012235,23-5+0-12/1+2,8
12012236,2-3*1-16+0+22,5
12012237,2-32*2+70-1/1,7
12012238,32-20+12-18,6
12012239,11-0-22*2+39,6
12012240,42+1-20-1-20,2
12012241,0-12-2+14/1+2,2
12012242,20/2-14*2+21,3
12012243,20+41-21-32,8
12012244,40-1-22*2+14,9
12012245,51-24/12*20,11
12012246,6*2-2+12-14+0,8
12012247,74+12+12+2+0,100
12012248,2+12/82*41+0,8
12012249,92+0-22+41*1,111
12012250,2*2+0+2-15+10,1
12012251,50-2*11-22-1,5
12012252,5/11*22/2*20,100
12012253,2+13-20-2+15,8
12012254,0+5+2/21*42*1,9
12012255,2*1-0+52/52+1,4
12012256,6-22+2+15-0+1,2
12012257,1-27+12+0+25,11
12012258,2+20/1+5-8-12,7
12012259,11-9+25-22-0,5
12012300,3+20-0-12-10,1
12012301,11*1+22-30+0,3
12012302,20/20/1+21/3,8
12012303,20/20/1*3+1*3,6
12012304,22+0-0-14+3/1,11
12012305,5+20-2-13-10,0
12012306,20+6-0+12-31,7
12012307,23+0+10-21-7,5
12012308,0-11-3-0+22-8,0
12012309,2+20+0-19*1+3,6
12012310,12-0-0-1/3*21,5
12012311,12+0-31+11*2,3
12012312,12+31-12-20,11
12012313,23+12/1-1-30,4
12012314,2*14+12-30-1,9
12012315,15-32-1+10*2,2
12012316,1*16-0-12+2+3,9
12012317,20-1+2-13-7+1,2
12012318,28/1/1-20+1*3,11
12012319,13-2+20-11-9,11
12012320,20+13+0-22-1,10
12012321,1+1+23-21-2-0,2
12012322,2+0+31-2-21-2,8
12012323,20-12-1-3+2-3,3
12012324,3+2/22*11-0+4,8
12012325,13-0-12+5*22,111
12012326,26-13+2/2-10,4
12012327,20-32+17-2*1,3
12012328,8/1-3+21-22+0,4
12012329,2+9-23+11-0+2,1
12012330,30+12+0-32/1,10
12012331,13+10-2*13/2,10
12012332,1+0-13-2+3+22,11
12012333,21/3+31-32-0,6
12012334,2+41-32-10+3,4
12012335,15*3-21-23+0,1
12012336,63/3+2*1-21+0,2
12012337,7+22+10-33/1,6
12012338,23-8*1+0-13+2,4
12012339,31+12-23-9-0,11
12012340,3-0+12+4-20+1,0
12012341,40-13*1+1-22,6
12012342,12/42*21+0+3,9
12012343,12+0-43+12*3,5
12012344,23-10+14-24,3
12012345,12/2*3-15+4+0,7
12012346,0+3/1+4-22+16,1
12012347,0+71-43-21-2,5
12012348,4*13-21-28-0,3
12012349,31-42+10-2+9,6
12012350,2*50+31-21+0,110
12012351,22/11/5*10-3,1
12012352,25-23+1/2*10,7
12012353,3+32+21-50/1,6
12012354,4+20+12-31+5,10
12012355,22-5+5-3-11-0,8
12012356,51+0+32-12*6,11
12012357,1*27+0+32-51,8
12012358,1-30+8+15*2+2,11
12012359,1+50-29-13-2,7
12020000,0+0-20-0+21+0,1
12020001,1*12-0+0+20+0,32
12020002,0-10+20+2+0+2,14
12020003,30-0+20+0-12,38
12020004,20*41-20-0-0,800
12020005,0+0-20+50-21,9
12020006,10-6+0-20/20,3
12020007,0+70-0+22*10,290
12020008,8*20+20+10-0,190
12020009,29*20+0+10+0,590
12020010,10+0-20-0+21,11
12020011,12-0-2+0+1-10,1
12020012,2+20/1-12-0+0,10
12020013,20*1+0-2-10+3,11
12020014,1-0-0+0+42/21,3
12020015,21+0-12+0+0-5,4
12020016,1+10-6+20-20,5
12020017,20-0+10-27-1,2
12020018,0-8-0+22-0-11,3
12020019,10-12+0+0+9+2,9
12020020,20-0+12*2+0-0,44
12020021,0+0-12-0+22/1,10
12020022,21-0-20+2+0+2,5
12020023,0+30/2/10*2-2,1
12020024,0+10+0+4-22/2,3
12020025,5+0-20-0+2+21,8
12020026,10+0+20-26-2,2
12020027,20-7/10*20-2,4
12020028,28+0-2-1-20-0,5
12020029,10*2-0-0-2+92,110
12020030,1*2+20-0+30-0,52
12020031,0+2-0+12-13-0,1
12020032,32/20*10/2+0,8
12020033,0+3-0-20+23-1,5
12020034,0-0+23-40+21,4
12020035,0-2-0+50+21*3,111
12020036,12*3+0-0-6-20,10
12020037,27-21-0-0-3+0,3
12020038,80-12-0+0+32,100
12020039,2-9+0-0+20-13,0
12020040,21-0+0+40+0+2,63
12020041,1-4+20-20+10,7
12020042,4-22+0-0+21-0,3
12020043,30-2*20+4+10,4
12020044,0-1*4/4*20+20,0
12020045,45-0-21-20-0,4
12020046,60/20-0+12/4,6
12020047,42+0+1+70-0-2,111
12020048,12-0-0-40/2+8,0
12020049,0-2+20-10-9+4,3
12020050,50-0-0+12-2-0,60
12020051,5+10+1-20/2-0,6
12020052,50-20-2-10*2,8
12020053,0-25+0-0+32+1,8
12020054,10-40/5*2/2+0,2
12020055,0+50/25-1*2-0,0
12020056,50-1-20-26+0,3
12020057,7-1-0-0-25+20,1
12020058,0-20+81-52-0,9
12020059,15+0+0+9+0-22,2
12020100,0-1-0-20+21-0,0
12020101,0-0-12+12+1+0,1
12020102,20+0-0-12+2-1,9
12020103,10+0-13*2+20,4
12020104,0+0-10/1*2+24,4
12020105,0-10+21-0-5*2,1
12020106,0+6/2+12-10+0,5
12020107,10-20-7+20+1,4
12020108,22-11+0-8+0+0,3
12020109,0-21+9-0+21+0,9
12020110,12*1-2-10+0-0,0
12020111,0+11-10-2/1+2,1
12020112,10+10-22/2*1,9
12020113,3-10-1+20+1-2,11
12020114,24/1-10+2-10,6
12020115,21+0-20+5*1/1,6
12020116,1-20+0+16+12,9
12020117,10+1*17-20-2,5
12020118,10*1/1+20-28,2
12020119,29-20*11/10,7
12020120,0+0+20+1+1-22,0
12020121,0+1/12*12*2+0,2
12020122,12-0-2-21+20,9
12020123,20/2-0-12+13,11
12020124,0+10-24+22/1,8
12020125,1*50-20-2-21,7
12020126,6-1-0-22+0+21,4
12020127,0+11-20+22-7,6
12020128,10-12+20+82,100
12020129,21-21+0+20-9,11
12020130,32+0-0+0-2*11,10
12020131,23-10/10-21,1
12020132,12+3-0+10-22,3
12020133,12+0-3+10/2-3,11
12020134,23-10-14-0+2,1
12020135,21-25+3-0+10,9
12020136,20-21+6/1-0+3,8
12020137,10-2*17-0+32,8
12020138,0+23+8-20-1-1,9
12020139,30-0-19-12+2,1
12020140,11+0-20*4/20,7
12020141,2*41/20-1/10,4
12020142,24+0+2/1-21-0,5
12020143,14+30-10*2*2,4
12020144,20-40*1-1+24,3
12020145,5-20/1-0+12+4,1
12020146,0+0+22-16+4*1,10
12020147,2+20-4-7+0-11,0
12020148,0+41-2+81-20,100
12020149,40+92+0-21/1,111
12020150,22-0-10+5-10,7
12020151,2+0-10+11+2-5,0
12020152,5-0-1+0-21+22,5
12020153,3+10-50+21*2,5
12020154,10-15*4/2+20,0
12020155,12+50-1-52-0,9
12020156,26-21-10-0+5,0
12020157,7+5/2+10/20+1,11
12020158,0+21+8-0-25/1,4
12020159,15+0+9*1-20-2,2
12020200,0-2+20+12+0+0,30
12020201,1*2*10-20+0+2,2
12020202,22-20+1+0-0+2,5
12020203,0+0-2-21+23+0,0
12020204,0+0+12-0+22*4,100
12020205,5-0-0+21-20-2,4
12020206,6-0+22+0-20+1,9
12020207,70+12-0-2+20,100
12020208,80+21+20/2-0,111
12020209,90-0+0+22-2/1,110
12020210,0+0+22-10*1*2,2
12020211,0+12-2/2-1*10,1
12020212,12-10+22-20,4
12020213,1+2-1+20/20-3,0
12020214,2-24+1+20+10,9
12020215,52/20*10-21,5
12020216,26-0-0-21+1-2,4
12020217,22+7*1+0+0-21,8
12020218,8+22-12+0-10,8
12020219,9-1-2-21+0+20,5
12020220,20+0-20+1*2-2,0
12020221,1-22+2+20+0-1,0
12020222,2-20/1-2-0+22,2
12020223,20-23+10-2*2,3
12020224,4-10+20/2*2/2,4
12020225,0-10-5+22+2+2,11
12020226,0-22/1+2+60*2,100
12020227,27+0-0-22-1+2,6
12020228,2/2-20-0+28*1,9
12020229,9+2+12-0-22-0,1
12020230,0+2-2+20-13-0,7
12020231,20+2-31+20-1,10
12020232,30-2-1*2-20-2,4
12020233,0+21-30/2+2+3,11
12020234,2+0+14-32/2+0,0
12020235,22-5/3*12+0+0,2
12020236,10-26-2+23+0,5
12020237,72*20/12/30,4
12020238,20+2-18-0+2+3,9
12020239,2-10/2-9-0+23,11
12020240,0+12+20-24-0,8
12020241,21-4/1+0-20/2,7
12020242,20+0-22*1+4-2,0
12020243,4*20/2-20-13,7
12020244,21-42-0+24+0,3
12020245,22-4-10+0+2-5,5
12020246,20-2+26-0-41,3
12020247,10-7+0+22-24,1
12020248,2*10/20-8/4/2,0
12020249,12+4+9-20+0+2,7
12020250,20+5*12+20-0,100
12020251,12+21+20-50,3
12020252,20-2+15-22-0,11
12020253,3-20-5*1+22+0,0
12020254,20*4-20-12*5,0
12020255,2+5/25*20+1-0,7
12020256,6-22-0+20*1+5,9
12020257,0+1*25-20-2+7,10
12020258,82+22+0+1+0+5,110
12020259,1-29-0+50-22,0
12020300,0+0+2*30/20-1,2
12020301,30-0-0-21-1*2,7
12020302,2-13+0-0+22-0,11
12020303,10+20+3-23+0,10
12020304,1*2-0-0+30-24,8
12020305,0+3-0+20-15+2,10
12020306,30+60-1+0+22,111
12020307,30+10+72-0-2,110
12020308,3+0+80/20-2/1,5
12020309,9/30*20-0+2/1,8
12020310,10*2/20+10-3,8
12020311,1+23-10/2-10,9
12020312,30-2*1*20/2+1,11
12020313,31-22-30/10,6
12020314,43-20+0-11*2,1
12020315,2-51+3*10+20,1
12020316,13-2+0-0-12+6,5
12020317,21-27+0+13-0,7
12020318,0+23-12-0+1-8,4
12020319,29+10-0-31-2,6
12020320,22-0+0+3-20+1,6
12020321,0+0-23+12+21,10
12020322,22+0-23+10+2,11
12020323,2-22+31-0+0-3,8
12020324,22-0+23-41+0,4
12020325,20*21/35/2-0,6
12020326,21+0+30/6-22,4
12020327,2*31+0+0-27*2,8
12020328,82-1-20-3*20,1
